origin,destination,count
PHL,PIT,3188
PHL,PVD,2550
PHL,RDU,3347
PHL,RIC,387
PHL,RSW,1223
PHL,SAN,817
PHL,SAT,290
PHL,SDF,2
PHL,SEA,708
PHL,SFO,2237
PHL,SJU,1474
PHL,SLC,670
PHL,SMF,207
PHL,STL,578
PHL,STT,198
PHL,SYR,334
PHL,TPA,3390
PHX,PIT,1086
PHX,PSP,1752
PHX,PVD,365
PHX,RDU,755
PHX,RNO,2776
PHX,SAN,7609
PHX,SAT,2783
PHX,SBA,1618
PHX,SBP,990
PHX,SDF,365
PHX,SEA,5072
PHX,SFO,4884
PHX,SJC,4050
PHX,SLC,7177
PHX,SMF,4134
PHX,SNA,5497
PHX,STL,2755
PHX,TEX,194
PHX,TPA,1022
PHX,TUL,1015
PHX,TUS,3684
PHX,YUM,1962
PIH,SLC,1659
PIT,GRB,1
PIT,RSW,181
PIT,SFO,369
PIT,SJU,1
PIT,SLC,218
PIT,TPA,1089
PMD,SFO,728
PNS,TPA,135
PSC,SLC,1600
PSC,TWF,1
PSG,WRG,363
PSP,FAT,1
PSP,GJT,1
PSP,ONT,1
PSP,SEA,664
PSP,SFO,1638
PSP,SLC,898
PSP,TWF,1
PUB,COS,2
PVD,BDL,1
PVD,BOS,3
PVD,TPA,981
PWM,BOS,2
RAP,SLC,757
RAP,TWF,1
RDD,SBA,1
RDD,SFO,1680
RDD,SMF,1
RDM,IDA,1
RDM,SFO,1083
RDM,SLC,719
RDU,GRB,1
RDU,SAT,229
RDU,SDF,426
RDU,SLC,327
RDU,STL,358
RDU,TPA,1057
RDU,XNA,104
RIC,DCA,2
RIC,JAX,1
RIC,ORF,1
RIC,RDU,1
RKS,SLC,351
RNO,PIH,1
RNO,SAN,730
RNO,SEA,799
RNO,SFO,1886
RNO,SJC,1364
RNO,SLC,1814
RNO,SNA,60
RNO,TUS,222
ROA,BWI,1
ROA,CLT,1
ROA,MSN,1
ROC,BOS,1
ROC,TPA,366
RSW,MIA,2
RSW,PBI,1
RSW,STL,417
SAN,SAT,643
SAN,SEA,2831
SAN,SFO,6769
SAN,SJC,5286
SAN,SLC,2549
SAN,SMF,4603
SAN,STL,366
SAN,TUL,228
SAN,TUS,1413
SAT,AMA,1
SAT,AUS,2
SAT,MGM,1
SAT,SFO,366
SAT,SLC,587
SAT,SMF,226
SAT,STL,246
SAT,TPA,365
SAT,TUL,89
SAT,TUS,240
SAV,JAX,3
SBA,MRY,1
SBA,SBP,1
SBA,SFO,3047
SBA,SJC,1208
SBA,SLC,685
SBP,FAT,1
SBP,MFR,1
SBP,MRY,2
SBP,SFO,1758
SBP,SLC,284
SCC,BRW,364
SDF,SLC,3
SDF,SPI,1
SDF,STL,995
SDF,TPA,489
SEA,SFO,5409
SEA,SIT,104
SEA,SJC,3534
SEA,SLC,3774
SEA,SMF,3642
SEA,SNA,2860
SEA,STL,567
SEA,TUS,443
SFO,GJT,2
SFO,IDA,1
SFO,SJC,1
SFO,SLC,4064
SFO,SMF,2301
SFO,SMX,2
SFO,SNA,3955
SFO,STL,574
SFO,TUS,365
SFO,TWF,2
SGF,BNA,2
SGF,FSD,1
SGF,STL,368
SGU,PIH,1
SGU,PSP,1
SGU,SLC,2594
SGU,TWF,1
SJC,BFL,1
SJC,FAT,1
SJC,SLC,1372
SJC,SMX,1
SJC,SNA,5383
SJU,STT,245
SJU,TPA,366
SLC,CYS,1
SLC,LBB,1
SLC,OGD,1
SLC,SGF,1
SLC,SLE,484
SLC,SMF,1660
SLC,SNA,2016
SLC,STL,1386
SLC,SUN,2903
SLC,TPA,329
SLC,TUL,602
SLC,TUS,1485
SLC,TWF,1772
SLC,WYS,264
SLC,XNA,4
SLC,YKM,338
SLC,YUM,440
SLE,TWF,2
SMF,SBA,1
SMF,SNA,2503
SMF,TUL,228
SMF,TUS,467
SNA,SAN,1
SNA,STL,306
SRQ,STL,37
SRQ,TPA,2
STL,TPA,1088
STL,TUL,899
STX,JAX,2
STX,MGM,1
SUN,TWF,1
SWF,BDL,1
SWF,BOS,1
SWF,TPA,235
SYR,CAK,1
TLH,TPA,301
TUL,ASE,1
TUL,GJT,2
TUL,OMA,1
TUL,PIA,1
TUL,XNA,1
TUS,PSP,1
TVC,MSN,1
TWF,BOI,1
TYS,AUS,3
TYS,MCI,1
XNA,BHM,1
XNA,CAK,1
XNA,COS,1
XNA,FAR,1
XNA,LEX,1
XNA,RFD,1
XNA,SGF,1
YUM,GJT,1
