,ORIGIN_AIRPORT,DESTINATION_AIRPORT,ARRIVAL_DELAY
1116,DEN,LIH,22
1117,DEN,LIT,261
1118,DEN,LNK,323
1119,DEN,MAF,442
1120,DEN,MCI,890
1121,DEN,MCO,1193
1122,DEN,MDT,2
1123,DEN,MDW,947
1124,DEN,MEM,319
1125,DEN,MFR,258
1126,DEN,MIA,608
1127,DEN,MKE,868
1128,DEN,MLI,85
1129,DEN,MMH,4
1130,DEN,MOT,400
1131,DEN,MSN,255
1132,DEN,MSO,220
1133,DEN,MSP,2177
1134,DEN,MSY,638
1135,DEN,MTJ,212
1136,DEN,OAK,449
1137,DEN,OGG,85
1138,DEN,OKC,746
1139,DEN,OMA,942
1140,DEN,ONT,491
1141,DEN,ORD,2465
1142,DEN,OTH,13
1143,DEN,PBI,30
1144,DEN,PDX,1222
1145,DEN,PHF,1
1146,DEN,PHL,758
1147,DEN,PHX,3009
1148,DEN,PIA,4
1149,DEN,PIT,387
1150,DEN,PSC,359
1151,DEN,PSP,405
1152,DEN,PUB,65
1153,DEN,RAP,251
1154,DEN,RDM,221
1155,DEN,RDU,409
1156,DEN,RKS,157
1157,DEN,RNO,481
1158,DEN,RSW,131
1159,DEN,SAF,139
1160,DEN,SAN,1486
1161,DEN,SAT,714
1162,DEN,SBA,319
1163,DEN,SDF,260
1164,DEN,SEA,2177
1165,DEN,SFO,2321
1166,DEN,SGF,286
1167,DEN,SGU,236
1168,DEN,SHV,176
1169,DEN,SJC,798
1170,DEN,SLC,2294
1171,DEN,SMF,889
1172,DEN,SNA,1124
1173,DEN,STL,794
1174,DEN,SUN,72
1175,DEN,TPA,698
1176,DEN,TUL,683
1177,DEN,TUS,811
1178,DEN,TYS,141
1179,DEN,XNA,149
1180,DFW,ABI,748
1181,DFW,ABQ,602
1182,DFW,ACT,646
1183,DFW,AEX,401
1184,DFW,AMA,523
1185,DFW,ANC,58
1186,DFW,ASE,164
1187,DFW,ATL,2430
1188,DFW,AUS,1717
1189,DFW,BDL,237
1190,DFW,BHM,272
1191,DFW,BIS,145
1192,DFW,BMI,263
1193,DFW,BNA,912
1194,DFW,BOS,1096
1195,DFW,BPT,476
1196,DFW,BRO,374
1197,DFW,BTR,1076
1198,DFW,BWI,739
1199,DFW,CAE,499
1200,DFW,CHA,321
1201,DFW,CHS,135
1202,DFW,CID,464
1203,DFW,CLE,519
1204,DFW,CLL,516
1205,DFW,CLT,1531
1206,DFW,CMH,456
1207,DFW,CMI,123
1208,DFW,COS,351
1209,DFW,COU,231
1210,DFW,CRP,751
1211,DFW,CRW,90
1212,DFW,CVG,989
1213,DFW,DAY,319
1214,DFW,DCA,1152
1215,DFW,DEN,2484
1216,DFW,DRO,287
1217,DFW,DSM,330
1218,DFW,DTW,998
1219,DFW,EGE,187
1220,DFW,ELP,470
1221,DFW,EVV,148
1222,DFW,EWR,1053
1223,DFW,FAR,117
1224,DFW,FAT,204
1225,DFW,FLL,1205
1226,DFW,FSD,188
1227,DFW,FSM,555
1228,DFW,FWA,272
1229,DFW,GCK,249
1230,DFW,GGG,229
1231,DFW,GJT,282
1232,DFW,GPT,421
1233,DFW,GRI,182
1234,DFW,GRK,925
1235,DFW,GRR,382
1236,DFW,GSO,286
1237,DFW,GSP,223
1238,DFW,GUC,47
1239,DFW,HDN,47
1240,DFW,HNL,435
1241,DFW,HOU,662
1242,DFW,HSV,102
1243,DFW,IAD,477
1244,DFW,IAH,1516
1245,DFW,ICT,306
1246,DFW,IND,554
1247,DFW,JAC,131
1248,DFW,JAN,1119
1249,DFW,JAX,422
1250,DFW,JFK,253
1251,DFW,JLN,258
1252,DFW,LAS,1583
1253,DFW,LAW,469
1254,DFW,LAX,2611
1255,DFW,LBB,304
1256,DFW,LCH,319
1257,DFW,LEX,356
1258,DFW,LFT,690
1259,DFW,LGA,1811
1260,DFW,LIT,668
1261,DFW,LRD,495
1262,DFW,MAF,526
1263,DFW,MCI,941
1264,DFW,MCO,1616
1265,DFW,MEI,249
1266,DFW,MEM,283
1267,DFW,MFE,474
1268,DFW,MGM,454
1269,DFW,MHK,357
1270,DFW,MIA,1768
1271,DFW,MKE,307
1272,DFW,MLI,385
1273,DFW,MLU,406
1274,DFW,MOB,469
1275,DFW,MSN,420
1276,DFW,MSP,942
1277,DFW,MSY,925
1278,DFW,MTJ,37
1279,DFW,MYR,21
1280,DFW,OAK,76
1281,DFW,OGG,326
1282,DFW,OKC,1047
1283,DFW,OMA,455
1284,DFW,ONT,519
1285,DFW,ORD,2931
1286,DFW,ORF,241
1287,DFW,PBI,369
1288,DFW,PDX,636
1289,DFW,PHL,1351
1290,DFW,PHX,1513
1291,DFW,PIA,370
1292,DFW,PIT,440
1293,DFW,PNS,509
1294,DFW,PSP,304
1295,DFW,RAP,208
1296,DFW,RDU,585
1297,DFW,RIC,248
1298,DFW,RNO,283
1299,DFW,ROW,323
1300,DFW,RSW,484
1301,DFW,SAF,312
1302,DFW,SAN,1240
1303,DFW,SAT,1622
1304,DFW,SAV,325
1305,DFW,SDF,107
1306,DFW,SEA,1260
1307,DFW,SFO,1859
1308,DFW,SGF,938
1309,DFW,SHV,962
1310,DFW,SJC,501
1311,DFW,SJT,545
1312,DFW,SJU,284
1313,DFW,SLC,1043
1314,DFW,SMF,433
1315,DFW,SNA,1009
1316,DFW,SPI,224
1317,DFW,SPS,412
1318,DFW,STL,801
1319,DFW,TLH,313
1320,DFW,TPA,939
1321,DFW,TUL,923
1322,DFW,TUS,727
1323,DFW,TXK,352
1324,DFW,TYR,681
1325,DFW,TYS,925
1326,DFW,VPS,789
1327,DFW,XNA,1092
1328,DHN,ATL,538
1329,DIK,DEN,79
1330,DIK,MSP,112
1331,DLG,ANC,17
1332,DLH,MSP,228
1333,DLH,ORD,550
1334,DRO,DEN,229
1335,DRO,DFW,293
1336,DRO,PHX,241
1337,DSM,ATL,229
1338,DSM,DEN,465
1339,DSM,DFW,285
1340,DSM,DTW,57
1341,DSM,EWR,67
1342,DSM,IAH,225
1343,DSM,LAS,106
1344,DSM,MDW,182
1345,DSM,MSP,111
1346,DSM,ORD,1036
1347,DSM,PHX,102
1348,DSM,SLC,34
1349,DTW,ABE,212
1350,DTW,ACY,54
1351,DTW,ALB,141
1352,DTW,APN,129
1353,DTW,ATL,1596
1354,DTW,ATW,146
1355,DTW,AUS,82
1356,DTW,AVP,152
1357,DTW,AZO,114
1358,DTW,BDL,383
1359,DTW,BGM,89
1360,DTW,BGR,108
1361,DTW,BHM,196
1362,DTW,BMI,39
1363,DTW,BNA,568
1364,DTW,BOS,1029
1365,DTW,BTV,193
1366,DTW,BUF,246
1367,DTW,BWI,712
1368,DTW,CAK,42
1369,DTW,CHA,147
1370,DTW,CHS,63
1371,DTW,CID,222
1372,DTW,CIU,211
1373,DTW,CLE,247
1374,DTW,CLT,943
1375,DTW,CMH,54
1376,DTW,CVG,123
1377,DTW,DAL,15
1378,DTW,DAY,125
1379,DTW,DCA,592
1380,DTW,DEN,912
1381,DTW,DFW,954
1382,DTW,DSM,79
1383,DTW,ELM,531
1384,DTW,ERI,36
1385,DTW,ESC,140
1386,DTW,EVV,246
1387,DTW,EWR,762
1388,DTW,FLL,862
1389,DTW,FWA,296
1390,DTW,GRB,194
1391,DTW,GRR,499
1392,DTW,GSO,143
1393,DTW,GSP,75
1394,DTW,HPN,49
1395,DTW,HSV,30
1396,DTW,IAD,240
1397,DTW,IAH,799
1398,DTW,IND,275
1399,DTW,ITH,13
1400,DTW,JAX,70
1401,DTW,JFK,121
1402,DTW,LAN,138
1403,DTW,LAS,962
1404,DTW,LAX,708
1405,DTW,LEX,141
1406,DTW,LGA,1874
1407,DTW,LIT,97
1408,DTW,MBS,177
1409,DTW,MCI,487
1410,DTW,MCO,1009
1411,DTW,MDT,135
1412,DTW,MDW,1057
1413,DTW,MEM,112
1414,DTW,MHT,82
1415,DTW,MIA,377
1416,DTW,MKE,496
1417,DTW,MLI,77
1418,DTW,MQT,6
1419,DTW,MSN,448
1420,DTW,MSP,957
1421,DTW,MSY,347
1422,DTW,MYR,140
1423,DTW,OKC,109
1424,DTW,OMA,194
1425,DTW,ORD,1649
1426,DTW,ORF,131
1427,DTW,PBI,106
1428,DTW,PDX,87
1429,DTW,PHL,686
1430,DTW,PHX,926
1431,DTW,PIA,100
1432,DTW,PIT,214
1433,DTW,PLN,248
1434,DTW,PVD,233
1435,DTW,PWM,160
1436,DTW,RDU,271
1437,DTW,RIC,304
1438,DTW,ROC,78
1439,DTW,RST,4
1440,DTW,RSW,556
1441,DTW,SAN,237
1442,DTW,SAT,192
1443,DTW,SAV,61
1444,DTW,SBN,382
1445,DTW,SCE,36
1446,DTW,SDF,36
1447,DTW,SEA,697
1448,DTW,SFO,421
1449,DTW,SJU,13
1450,DTW,SLC,428
1451,DTW,SRQ,19
1452,DTW,STL,391
1453,DTW,SWF,12
1454,DTW,SYR,86
1455,DTW,TPA,700
1456,DTW,TTN,71
1457,DTW,TUL,98
1458,DTW,TVC,198
1459,DTW,TYS,21
1460,DVL,DEN,75
1461,DVL,JMS,92
1462,EAU,ORD,215
1463,ECP,ATL,473
1464,ECP,BNA,123
1465,ECP,BWI,52
1466,ECP,DAL,24
1467,ECP,HOU,104
1468,ECP,IAH,126
1469,ECP,STL,62
1470,EGE,ATL,28
1471,EGE,DEN,5
1472,EGE,DFW,139
1473,EGE,EWR,46
1474,EGE,IAH,55
1475,EGE,JFK,42
1476,EGE,LAX,43
1477,EGE,MIA,61
1478,EGE,MSP,1
1479,EGE,ORD,43
1480,EGE,SLC,2
1481,EKO,SLC,112
1482,ELM,ATL,10
1483,ELM,DTW,502
1484,ELM,ORD,252
1485,ELP,ATL,198
1486,ELP,AUS,308
1487,ELP,DAL,511
1488,ELP,DEN,281
1489,ELP,DFW,433
1490,ELP,HOU,360
1491,ELP,IAH,510
1492,ELP,LAS,235
1493,ELP,LAX,382
1494,ELP,ORD,178
1495,ELP,PHX,603
1496,ELP,SAT,309
1497,ERI,DTW,35
1498,ERI,ORD,249
1499,ESC,DTW,126
1500,EUG,BOI,1
1501,EUG,DEN,243
1502,EUG,LAX,181
1503,EUG,SFO,605
1504,EUG,SLC,82
1505,EVV,ATL,332
1506,EVV,DFW,123
1507,EVV,DTW,250
1508,EVV,ORD,645
1509,EWN,ATL,208
1510,EWR,ALB,46
1511,EWR,ANC,3
1512,EWR,ATL,1315
1513,EWR,AUS,295
1514,EWR,AVL,57
1515,EWR,AVP,15
1516,EWR,BDL,124
1517,EWR,BNA,705
1518,EWR,BOS,1538
1519,EWR,BQN,163
1520,EWR,BTV,207
1521,EWR,BUF,163
1522,EWR,BWI,87
1523,EWR,BZN,27
1524,EWR,CAK,37
1525,EWR,CHS,437
1526,EWR,CLE,583
1527,EWR,CLT,1326
1528,EWR,CMH,305
1529,EWR,CVG,501
1530,EWR,DAY,282
1531,EWR,DCA,575
1532,EWR,DEN,973
1533,EWR,DFW,799
1534,EWR,DSM,103
1535,EWR,DTW,636
1536,EWR,EGE,51
1537,EWR,FLL,1275
1538,EWR,GRR,143
1539,EWR,GSO,316
1540,EWR,GSP,277
1541,EWR,HDN,10
1542,EWR,HNL,120
1543,EWR,HOU,221
1544,EWR,IAD,268
1545,EWR,IAH,1389
1546,EWR,IND,440
1547,EWR,JAC,25
1548,EWR,JAX,385
1549,EWR,LAS,538
1550,EWR,LAX,1837
1551,EWR,MCI,241
1552,EWR,MCO,1842
1553,EWR,MDW,571
1554,EWR,MEM,340
1555,EWR,MHT,234
1556,EWR,MIA,924
1557,EWR,MKE,399
1558,EWR,MSN,120
1559,EWR,MSP,448
1560,EWR,MSY,299
1561,EWR,MTJ,11
1562,EWR,MYR,4
1563,EWR,OKC,84
1564,EWR,OMA,200
1565,EWR,ORD,1439
1566,EWR,ORF,236
1567,EWR,PBI,1006
1568,EWR,PDX,158
1569,EWR,PHL,1
1570,EWR,PHX,771
1571,EWR,PIT,133
1572,EWR,PVD,143
1573,EWR,PWM,247
1574,EWR,RDU,372
1575,EWR,RIC,408
1576,EWR,ROC,197
1577,EWR,RSW,468
1578,EWR,SAN,294
1579,EWR,SAT,91
1580,EWR,SAV,252
1581,EWR,SBN,122
1582,EWR,SDF,257
1583,EWR,SEA,437
1584,EWR,SFO,1869
1585,EWR,SJU,544
1586,EWR,SLC,90
1587,EWR,SNA,218
1588,EWR,SRQ,50
1589,EWR,STL,669
1590,EWR,STT,78
1591,EWR,SYR,144
1592,EWR,TPA,778
1593,EWR,TUL,3
1594,EWR,TVC,12
1595,EWR,TYS,136
1596,EWR,XNA,69
1597,EYW,ATL,338
1598,EYW,LGA,1
1599,EYW,MIA,168
1600,FAI,ANC,181
1601,FAI,MSP,51
1602,FAI,ORD,57
1603,FAI,SEA,399
1604,FAR,ATL,10
1605,FAR,DEN,421
1606,FAR,DFW,111
1607,FAR,MSP,593
1608,FAR,ORD,790
1609,FAR,SLC,64
1610,FAT,DEN,403
1611,FAT,DFW,260
1612,FAT,LAX,907
1613,FAT,PDX,23
1614,FAT,PHX,156
1615,FAT,SAN,53
1616,FAT,SEA,349
1617,FAT,SFO,423
1618,FAT,SLC,235
1619,FAY,ATL,570
1620,FCA,ATL,5
1621,FCA,DEN,242
1622,FCA,MSO,1
1623,FCA,MSP,55
1624,FCA,ORD,57
1625,FCA,SLC,166
1626,FLG,PHX,665
1627,FLL,ACY,384
1628,FLL,ALB,76
1629,FLL,ATL,1912
1630,FLL,AUS,265
1631,FLL,BDL,402
1632,FLL,BNA,202
1633,FLL,BOS,991
1634,FLL,BQN,104
1635,FLL,BUF,185
1636,FLL,BWI,1197
1637,FLL,CHS,13
1638,FLL,CLE,274
1639,FLL,CLT,701
1640,FLL,CMH,102
1641,FLL,CVG,147
1642,FLL,DAL,197
1643,FLL,DCA,884
1644,FLL,DEN,363
1645,FLL,DFW,837
1646,FLL,DTW,730
1647,FLL,EWR,1168
1648,FLL,HOU,137
1649,FLL,HPN,217
1650,FLL,IAD,54
1651,FLL,IAG,100
1652,FLL,IAH,519
1653,FLL,IND,53
1654,FLL,ISP,209
1655,FLL,JAX,247
1656,FLL,JFK,1659
1657,FLL,LAS,323
1658,FLL,LAX,725
1659,FLL,LBE,84
1660,FLL,LGA,2217
1661,FLL,MCI,65
1662,FLL,MCO,290
1663,FLL,MDW,298
1664,FLL,MHT,3
1665,FLL,MKE,79
1666,FLL,MSP,210
1667,FLL,MSY,218
1668,FLL,MYR,131
1669,FLL,ORD,926
1670,FLL,ORH,116
1671,FLL,PBG,134
1672,FLL,PHL,736
1673,FLL,PHX,183
1674,FLL,PIT,266
1675,FLL,PVD,253
1676,FLL,RDU,241
1677,FLL,RIC,168
1678,FLL,SEA,149
1679,FLL,SFO,397
1680,FLL,SJU,1144
1681,FLL,STL,109
1682,FLL,STT,138
1683,FLL,SWF,147
1684,FLL,TPA,625
1685,FLL,TTN,68
1686,FNT,ATL,159
1687,FNT,BWI,136
1688,FNT,LAS,91
1689,FNT,MCO,44
1690,FNT,MSP,156
1691,FNT,ORD,575
1692,FNT,RSW,18
1693,FNT,TPA,48
1694,FSD,ATL,89
1695,FSD,DEN,563
1696,FSD,DFW,163
1697,FSD,MSP,487
1698,FSD,ORD,809
1699,FSM,ATL,251
1700,FSM,DFW,430
1701,FWA,ATL,444
1702,FWA,DFW,188
1703,FWA,DTW,370
1704,FWA,MSP,124
1705,FWA,ORD,776
1706,GCC,DEN,160
1707,GCC,RKS,2
1708,GCC,SLC,57
1709,GCK,DFW,226
1710,GEG,BOI,175
1711,GEG,DEN,375
1712,GEG,LAS,221
1713,GEG,LAX,66
1714,GEG,MDW,11
1715,GEG,MSP,244
1716,GEG,OAK,213
1717,GEG,PHX,241
1718,GEG,SEA,1305
1719,GEG,SLC,314
1720,GFK,MSP,272
1721,GGG,DFW,268
1722,GJT,DEN,139
1723,GJT,DFW,238
1724,GJT,IAH,104
1725,GJT,PHX,331
1726,GJT,SLC,121
1727,GNV,ATL,884
1728,GNV,MIA,175
1729,GPT,ATL,371
1730,GPT,DFW,307
1731,GPT,IAH,361
1732,GRB,ATL,124
1733,GRB,DTW,165
1734,GRB,MSP,348
1735,GRB,ORD,1042
1736,GRI,DFW,164
1737,GRK,ATL,295
1738,GRK,DFW,797
1739,GRK,IAH,227
1740,GRR,ATL,197
1741,GRR,BWI,208
1742,GRR,CVG,54
1743,GRR,DEN,278
1744,GRR,DFW,318
1745,GRR,DTW,351
1746,GRR,EWR,150
1747,GRR,IAH,127
1748,GRR,LGA,58
1749,GRR,MCO,80
1750,GRR,MSP,318
1751,GRR,ORD,953
1752,GRR,RSW,23
1753,GRR,STL,53
1754,GRR,TPA,32
1755,GSO,ATL,779
1756,GSO,CLT,26
1757,GSO,DEN,52
1758,GSO,DFW,215
1759,GSO,DTW,148
1760,GSO,EWR,283
1761,GSO,IAD,12
1762,GSO,LGA,549
1763,GSO,MIA,43
1764,GSO,ORD,155
1765,GSP,ATL,693
1766,GSP,BWI,185
1767,GSP,DCA,1
1768,GSP,DFW,172
1769,GSP,DTW,54
1770,GSP,EWR,250
1771,GSP,HOU,94
1772,GSP,IAD,3
1773,GSP,IAH,140
1774,GSP,LGA,4
1775,GSP,MDW,202
1776,GSP,MIA,1
1777,GSP,ORD,312
1778,GST,JNU,51
1779,GTF,DEN,237
1780,GTF,MSP,81
1781,GTF,SLC,194
1782,GTR,ATL,351
1783,GUC,DEN,108
1784,GUC,DFW,48
1785,GUC,IAH,22
1786,GUC,ORD,11
1787,GUM,HNL,136
1788,HDN,ATL,31
1789,HDN,DEN,47
1790,HDN,DFW,48
1791,HDN,EWR,6
1792,HDN,IAD,5
1793,HDN,IAH,54
1794,HDN,LAX,31
1795,HDN,ORD,13
1796,HDN,SEA,20
1797,HDN,SFO,2
1798,HIB,INL,68
1799,HIB,MSP,187
1800,HLN,DEN,112
1801,HLN,MSP,31
1802,HLN,SLC,194
1803,HNL,ANC,58
1804,HNL,ATL,122
1805,HNL,BLI,16
1806,HNL,DEN,101
1807,HNL,DFW,220
1808,HNL,EWR,77
1809,HNL,GUM,198
1810,HNL,IAD,51
1811,HNL,IAH,157
1812,HNL,ITO,1866
1813,HNL,JFK,158
1814,HNL,KOA,2218
1815,HNL,LAS,284
1816,HNL,LAX,1552
1817,HNL,LIH,2029
1818,HNL,MSP,4
1819,HNL,OAK,179
1820,HNL,OGG,3277
1821,HNL,ORD,90
1822,HNL,PDX,277
1823,HNL,PHX,436
1824,HNL,PPG,41
1825,HNL,SAN,228
1826,HNL,SEA,700
1827,HNL,SFO,659
1828,HNL,SJC,234
1829,HNL,SLC,42
1830,HNL,SMF,189
1831,HOB,IAH,147
1832,HOU,ABQ,421
1833,HOU,ATL,1530
1834,HOU,AUS,648
1835,HOU,BHM,348
1836,HOU,BNA,602
1837,HOU,BOS,407
1838,HOU,BWI,388
1839,HOU,CHS,169
1840,HOU,CLT,197
1841,HOU,CRP,556
1842,HOU,DAL,2749
1843,HOU,DCA,501
1844,HOU,DEN,545
1845,HOU,DFW,606
1846,HOU,ECP,219
1847,HOU,ELP,399
1848,HOU,EWR,336
1849,HOU,FLL,360
1850,HOU,GSP,186
1851,HOU,HRL,587
1852,HOU,IND,259
1853,HOU,JAX,233
1854,HOU,JFK,144
1855,HOU,LAS,395
1856,HOU,LAX,637
1857,HOU,LBB,4
1858,HOU,LGA,433
1859,HOU,MAF,454
1860,HOU,MCI,247
1861,HOU,MCO,717
1862,HOU,MDW,770
1863,HOU,MEM,326
1864,HOU,MSY,1198
1865,HOU,OAK,199
1866,HOU,OKC,501
1867,HOU,PDX,20
1868,HOU,PHX,488
1869,HOU,PIT,144
1870,HOU,PNS,196
1871,HOU,RDU,268
1872,HOU,RSW,10
1873,HOU,SAN,274
1874,HOU,SAT,671
1875,HOU,SEA,72
1876,HOU,SJU,22
1877,HOU,SLC,8
1878,HOU,SNA,127
1879,HOU,STL,470
1880,HOU,TPA,537
1881,HOU,TUL,381
1882,HOU,TUS,4
1883,HPN,ATL,916
1884,HPN,DCA,1
1885,HPN,DTW,60
1886,HPN,FLL,308
1887,HPN,MCO,472
1888,HPN,ORD,597
1889,HPN,PBI,465
1890,HPN,RSW,77
1891,HPN,TPA,99
1892,HRL,AUS,95
1893,HRL,HOU,462
1894,HRL,IAH,289
1895,HSV,ATL,705
1896,HSV,DCA,14
1897,HSV,DEN,63
1898,HSV,DFW,100
1899,HSV,DTW,27
1900,HSV,IAD,2
1901,HSV,IAH,279
1902,HSV,ORD,220
1903,HYA,JFK,21
1904,HYS,DEN,193
1905,IAD,ATL,801
1906,IAD,AUS,64
1907,IAD,BDL,65
1908,IAD,BNA,21
1909,IAD,BOS,659
1910,IAD,BTV,3
1911,IAD,BUF,15
1912,IAD,CAE,109
1913,IAD,CHS,4
1914,IAD,CLE,115
1915,IAD,CLT,3
1916,IAD,CMH,18
1917,IAD,CVG,19
1918,IAD,DAY,1
1919,IAD,DEN,1082
1920,IAD,DFW,417
1921,IAD,DTW,224
1922,IAD,EWR,296
1923,IAD,FLL,47
1924,IAD,GRR,3
1925,IAD,GSO,25
1926,IAD,GSP,2
1927,IAD,HDN,4
1928,IAD,HNL,75
1929,IAD,HSV,2
1930,IAD,IAH,578
1931,IAD,IND,16
1932,IAD,JAC,9
1933,IAD,JAX,12
1934,IAD,JFK,322
1935,IAD,LAS,446
1936,IAD,LAX,1301
1937,IAD,LGA,81
1938,IAD,MCI,5
1939,IAD,MCO,697
1940,IAD,MDW,177
1941,IAD,MEM,18
1942,IAD,MIA,381
1943,IAD,MSP,165
1944,IAD,MSY,72
1945,IAD,OKC,4
1946,IAD,ORD,638
1947,IAD,ORF,31
1948,IAD,PBI,23
1949,IAD,PDX,93
1950,IAD,PHX,133
1951,IAD,PIT,107
1952,IAD,PVD,31
1953,IAD,RDU,175
1954,IAD,RIC,15
1955,IAD,ROA,2
1956,IAD,ROC,52
1957,IAD,RSW,31
1958,IAD,SAN,295
1959,IAD,SAT,4
1960,IAD,SAV,46
1961,IAD,SDF,4
1962,IAD,SEA,320
1963,IAD,SFO,1121
1964,IAD,SJU,72
1965,IAD,SMF,113
1966,IAD,STL,8
1967,IAD,STT,44
1968,IAD,SYR,14
1969,IAD,TPA,384
1970,IAD,TTN,1
1971,IAD,TUL,4
1972,IAD,TYS,13
1973,IAD,UST,1
1974,IAG,FLL,63
1975,IAG,MYR,64
1976,IAH,ABQ,330
1977,IAH,AEX,297
1978,IAH,AGS,1
1979,IAH,AMA,298
1980,IAH,ANC,42
1981,IAH,ASE,158
1982,IAH,ATL,1427
1983,IAH,AUS,985
1984,IAH,BFL,187
1985,IAH,BHM,710
1986,IAH,BNA,459
1987,IAH,BOI,157
1988,IAH,BOS,646
1989,IAH,BRO,422
1990,IAH,BTR,801
1991,IAH,BWI,408
1992,IAH,BZN,14
1993,IAH,CAE,103
1994,IAH,CHS,321
1995,IAH,CLE,446
1996,IAH,CLL,199
1997,IAH,CLT,1378
1998,IAH,CMH,434
1999,IAH,COS,409
2000,IAH,CRP,822
2001,IAH,CRW,130
2002,IAH,CVG,502
2003,IAH,DAL,190
2004,IAH,DCA,741
2005,IAH,DEN,2037
2006,IAH,DFW,1401
2007,IAH,DSM,210
2008,IAH,DTW,940
2009,IAH,ECP,103
2010,IAH,EGE,43
2011,IAH,ELP,665
2012,IAH,EWR,1399
2013,IAH,FLL,787
2014,IAH,GJT,79
2015,IAH,GPT,494
2016,IAH,GRK,242
2017,IAH,GRR,165
2018,IAH,GSP,219
2019,IAH,GUC,37
2020,IAH,HDN,53
2021,IAH,HNL,202
2022,IAH,HOB,183
2023,IAH,HRL,386
2024,IAH,HSV,334
2025,IAH,IAD,504
2026,IAH,ICT,422
2027,IAH,IND,400
2028,IAH,ISN,75
2029,IAH,JAC,34
2030,IAH,JAN,682
2031,IAH,JAX,370
2032,IAH,LAS,1034
2033,IAH,LAX,2441
2034,IAH,LBB,394
2035,IAH,LCH,263
2036,IAH,LEX,111
2037,IAH,LFT,750
2038,IAH,LGA,949
2039,IAH,LIT,674
2040,IAH,LRD,272
2041,IAH,MAF,790
2042,IAH,MCI,660
2043,IAH,MCO,1262
2044,IAH,MEM,798
2045,IAH,MFE,769
2046,IAH,MIA,1284
2047,IAH,MKE,383
2048,IAH,MLU,217
2049,IAH,MOB,601
2050,IAH,MSN,1
2051,IAH,MSP,648
2052,IAH,MSY,1145
2053,IAH,MTJ,66
2054,IAH,OAK,100
2055,IAH,OKC,389
2056,IAH,OMA,478
2057,IAH,ONT,235
2058,IAH,ORD,1971
2059,IAH,ORF,163
2060,IAH,PBI,213
2061,IAH,PDX,289
2062,IAH,PHL,825
2063,IAH,PHX,1349
2064,IAH,PIA,66
2065,IAH,PIT,280
2066,IAH,PNS,590
2067,IAH,PSP,108
2068,IAH,RAP,5
2069,IAH,RDU,228
2070,IAH,RIC,283
2071,IAH,RNO,12
2072,IAH,RSW,281
2073,IAH,SAN,824
2074,IAH,SAT,1078
2075,IAH,SAV,199
2076,IAH,SDF,328
2077,IAH,SEA,876
2078,IAH,SFO,1590
2079,IAH,SHV,520
2080,IAH,SJC,167
2081,IAH,SJU,230
2082,IAH,SLC,705
2083,IAH,SMF,237
2084,IAH,SNA,494
2085,IAH,STL,371
2086,IAH,STT,8
2087,IAH,TPA,794
2088,IAH,TUL,692
2089,IAH,TUS,479
2090,IAH,TYR,199
2091,IAH,TYS,329
2092,IAH,VPS,378
2093,IAH,XNA,466
2094,ICT,ATL,236
2095,ICT,DAL,170
2096,ICT,DEN,340
2097,ICT,DFW,289
2098,ICT,IAH,412
2099,ICT,LAS,92
2100,ICT,LAX,20
2101,ICT,MDW,208
2102,ICT,MSP,263
2103,ICT,ORD,808
2104,IDA,DEN,333
2105,IDA,MSP,7
2106,IDA,SLC,200
2107,ILG,MCO,31
2108,ILG,TPA,22
2109,ILM,ATL,493
2110,ILM,CLT,48
2111,ILM,LGA,23
2112,IMT,MSP,85
2113,IMT,RHI,77
2114,IND,ATL,1102
2115,IND,BOS,128
2116,IND,BWI,350
2117,IND,CLT,287
2118,IND,DAL,113
2119,IND,DCA,172
2120,IND,DEN,611
2121,IND,DFW,442
2122,IND,DTW,222
2123,IND,EWR,502
2124,IND,FLL,67
2125,IND,HOU,159
2126,IND,IAD,5
2127,IND,IAH,364
2128,IND,JFK,63
2129,IND,LAS,201
2130,IND,LAX,228
2131,IND,LGA,49
2132,IND,MCI,195
2133,IND,MCO,374
2134,IND,MSP,264
2135,IND,ORD,1019
2136,IND,PHL,33
2137,IND,PHX,414
2138,IND,RDU,17
2139,IND,RSW,230
2140,IND,SFO,60
2141,IND,SLC,13
2142,IND,TPA,282
2143,IND,TTN,1
2144,INL,BRD,1
2145,INL,HIB,96
2146,INL,MSP,90
2147,ISN,DEN,371
2148,ISN,IAH,68
2149,ISN,MSP,312
2150,ISP,BWI,596
2151,ISP,FLL,124
2152,ISP,MCO,302
2153,ISP,PBI,251
2154,ISP,RSW,6
2155,ISP,TPA,112
2156,ITH,DTW,14
2157,ITO,HNL,1621
2158,ITO,LAX,77
2159,ITO,OGG,170
2160,JAC,ATL,20
2161,JAC,DEN,343
2162,JAC,DFW,102
2163,JAC,EWR,30
2164,JAC,IAD,8
2165,JAC,IAH,27
2166,JAC,JFK,3
2167,JAC,LAX,125
2168,JAC,MSP,16
2169,JAC,ORD,90
2170,JAC,SEA,7
2171,JAC,SFO,65
2172,JAC,SLC,158
2173,JAN,ATL,521
2174,JAN,DFW,1046
2175,JAN,IAH,624
2176,JAN,ORD,149
2177,JAX,ATL,1480
2178,JAX,BNA,323
2179,JAX,BOS,244
2180,JAX,BWI,317
2181,JAX,CLT,720
2182,JAX,DCA,124
2183,JAX,DEN,51
2184,JAX,DFW,360
2185,JAX,DTW,37
