,ORIGIN_AIRPORT,DESTINATION_AIRPORT,TOTAL_FLIGHTS,ARRIVAL_DELAY,DELAY_RATIO
3627,PHX,BOI,1086,413,0.38
3628,PHX,BOS,1402,588,0.419
3629,PHX,BUF,332,163,0.491
3630,PHX,BUR,1872,764,0.408
3631,PHX,BWI,1588,624,0.393
3632,PHX,CLE,725,334,0.461
3633,PHX,CLT,2794,1254,0.449
3634,PHX,CMH,1050,409,0.39
3635,PHX,CVG,96,33,0.344
3636,PHX,DAL,1439,714,0.496
3637,PHX,DCA,959,450,0.469
3638,PHX,DEN,7137,2849,0.399
3639,PHX,DFW,4072,1628,0.4
3640,PHX,DRO,681,186,0.273
3641,PHX,DSM,204,57,0.279
3642,PHX,DTW,2709,962,0.355
3643,PHX,ELP,1440,682,0.474
3644,PHX,EWR,2072,695,0.335
3645,PHX,FAT,469,179,0.382
3646,PHX,FLG,1607,605,0.376
3647,PHX,FLL,670,293,0.437
3648,PHX,GEG,920,267,0.29
3649,PHX,GJT,986,373,0.378
3650,PHX,HNL,1118,577,0.516
3651,PHX,HOU,1381,687,0.497
3652,PHX,IAD,334,31,0.093
3653,PHX,IAH,3248,1133,0.349
3654,PHX,IND,1301,534,0.41
3655,PHX,JFK,2280,921,0.404
3656,PHX,KOA,287,141,0.491
3657,PHX,LAS,5450,2195,0.403
3658,PHX,LAX,7306,3443,0.471
3659,PHX,LGB,1,0,0.0
3660,PHX,LIH,336,162,0.482
3661,PHX,LIT,332,139,0.419
3662,PHX,MCI,1819,832,0.457
3663,PHX,MCO,1283,594,0.463
3664,PHX,MDW,2211,857,0.388
3665,PHX,MHT,0,0,
3666,PHX,MIA,613,289,0.471
3667,PHX,MKE,1399,551,0.394
3668,PHX,MRY,609,274,0.45
3669,PHX,MSP,4043,1342,0.332
3670,PHX,MSY,395,166,0.42
3671,PHX,MTJ,37,19,0.514
3672,PHX,OAK,2495,975,0.391
3673,PHX,OGG,548,252,0.46
3674,PHX,OKC,650,365,0.562
3675,PHX,OMA,1257,456,0.363
3676,PHX,ONT,2968,1442,0.486
3677,PHX,ORD,4348,1686,0.388
3678,PHX,PDX,3092,1113,0.36
3679,PHX,PHL,2419,965,0.399
3680,PHX,PIT,974,320,0.329
3681,PHX,PSP,1702,751,0.441
3682,PHX,RDU,259,111,0.429
3683,PHX,RNO,1710,624,0.365
3684,PHX,SAN,5061,2131,0.421
3685,PHX,SAT,1541,675,0.438
3686,PHX,SBA,1014,353,0.348
3687,PHX,SBP,708,265,0.374
3688,PHX,SDF,334,122,0.365
3689,PHX,SEA,5752,2032,0.353
3690,PHX,SFO,4827,1921,0.398
3691,PHX,SJC,3088,1200,0.389
3692,PHX,SLC,5456,1792,0.328
3693,PHX,SMF,3150,1290,0.41
3694,PHX,SNA,3820,1481,0.388
3695,PHX,STL,2111,790,0.374
3696,PHX,TPA,996,450,0.452
3697,PHX,TUL,587,316,0.538
3698,PHX,TUS,1144,470,0.411
3699,PHX,YUM,1856,677,0.365
3700,PIA,ATL,880,378,0.43
3701,PIA,DEN,4,3,0.75
3702,PIA,DFW,893,318,0.356
3703,PIA,DTW,367,113,0.308
3704,PIA,IAH,256,83,0.324
3705,PIA,MSP,19,14,0.737
3706,PIA,ORD,2071,750,0.362
3707,PIB,DFW,235,118,0.502
3708,PIB,MEI,328,89,0.271
3709,PIH,SLC,652,214,0.328
3710,PIT,ATL,3229,753,0.233
3711,PIT,BNA,331,43,0.13
3712,PIT,BOS,1137,362,0.318
3713,PIT,BWI,925,277,0.299
3714,PIT,CLT,2398,661,0.276
3715,PIT,CVG,6,5,0.833
3716,PIT,DAL,114,11,0.096
3717,PIT,DCA,2,1,0.5
3718,PIT,DEN,999,287,0.287
3719,PIT,DFW,1389,369,0.266
3720,PIT,DTW,431,118,0.274
3721,PIT,EWR,399,124,0.311
3722,PIT,FLL,763,172,0.225
3723,PIT,HOU,328,103,0.314
3724,PIT,IAD,211,68,0.322
3725,PIT,IAH,886,301,0.34
3726,PIT,JFK,161,102,0.634
3727,PIT,LAS,598,138,0.231
3728,PIT,LAX,254,67,0.264
3729,PIT,LGA,260,114,0.438
3730,PIT,MCO,1451,394,0.272
3731,PIT,MDW,1723,525,0.305
3732,PIT,MSP,543,154,0.284
3733,PIT,ORD,1709,626,0.366
3734,PIT,PBI,5,1,0.2
3735,PIT,PHL,905,370,0.409
3736,PIT,PHX,973,274,0.282
3737,PIT,RSW,436,102,0.234
3738,PIT,SFO,263,62,0.236
3739,PIT,TPA,840,208,0.248
3740,PLN,CIU,0,0,
3741,PLN,DTW,730,238,0.326
3742,PNS,ATL,2253,495,0.22
3743,PNS,BNA,592,226,0.382
3744,PNS,DCA,8,1,0.125
3745,PNS,DFW,1111,436,0.392
3746,PNS,HOU,331,85,0.257
3747,PNS,IAH,1384,477,0.345
3748,PNS,MDW,28,7,0.25
3749,PNS,MIA,480,202,0.421
3750,PNS,ORD,216,91,0.421
3751,PPG,HNL,106,67,0.632
3752,PSC,DEN,682,289,0.424
3753,PSC,MSP,257,66,0.257
3754,PSC,SEA,173,94,0.543
3755,PSC,SFO,354,73,0.206
3756,PSC,SLC,928,194,0.209
3757,PSE,JFK,324,100,0.309
3758,PSE,MCO,414,82,0.198
3759,PSG,JNU,326,124,0.38
3760,PSG,WRG,326,132,0.405
3761,PSP,DEN,968,368,0.38
3762,PSP,DFW,700,231,0.33
3763,PSP,IAH,283,137,0.484
3764,PSP,JFK,31,11,0.355
3765,PSP,LAX,722,336,0.465
3766,PSP,MSP,153,57,0.373
3767,PSP,ORD,339,140,0.413
3768,PSP,PDX,276,79,0.286
3769,PSP,PHX,1699,753,0.443
3770,PSP,SEA,836,262,0.313
3771,PSP,SFO,2118,762,0.36
3772,PSP,SLC,740,172,0.232
3773,PUB,DEN,253,87,0.344
3774,PVD,ATL,934,233,0.249
3775,PVD,BWI,2451,782,0.319
3776,PVD,CLT,1022,342,0.335
3777,PVD,DCA,43,19,0.442
3778,PVD,DTW,789,202,0.256
3779,PVD,EWR,326,157,0.482
3780,PVD,FLL,771,240,0.311
3781,PVD,IAD,58,22,0.379
3782,PVD,MCO,1971,590,0.299
3783,PVD,MDW,858,251,0.293
3784,PVD,ORD,512,215,0.42
3785,PVD,PBI,32,4,0.125
3786,PVD,PHL,281,71,0.253
3787,PVD,RSW,48,7,0.146
3788,PVD,TPA,661,162,0.245
3789,PWM,ATL,602,117,0.194
3790,PWM,BWI,975,313,0.321
3791,PWM,CLT,323,110,0.341
3792,PWM,DCA,41,14,0.341
3793,PWM,DTW,504,152,0.302
3794,PWM,EWR,616,315,0.511
3795,PWM,JFK,1139,308,0.27
3796,PWM,LGA,58,17,0.293
3797,PWM,MCO,7,0,0.0
3798,PWM,MDW,9,3,0.333
3799,PWM,ORD,255,115,0.451
3800,RAP,ATL,15,5,0.333
3801,RAP,DEN,550,194,0.353
3802,RAP,DFW,491,225,0.458
3803,RAP,IAH,23,10,0.435
3804,RAP,JMS,0,0,
3805,RAP,MSP,1312,424,0.323
3806,RAP,ORD,387,154,0.398
3807,RAP,SLC,419,103,0.246
3808,RDD,SFO,706,174,0.246
3809,RDM,DEN,471,169,0.359
3810,RDM,LAX,237,90,0.38
3811,RDM,SFO,818,226,0.276
3812,RDM,SLC,593,79,0.133
3813,RDU,ATL,4672,1396,0.299
3814,RDU,BDL,183,78,0.426
3815,RDU,BNA,983,308,0.313
3816,RDU,BOS,1492,527,0.353
3817,RDU,BWI,1907,759,0.398
3818,RDU,CLE,382,163,0.427
3819,RDU,CLT,2101,817,0.389
3820,RDU,CVG,6,2,0.333
3821,RDU,DAL,113,17,0.15
3822,RDU,DCA,27,16,0.593
3823,RDU,DEN,891,307,0.345
3824,RDU,DFW,1558,505,0.324
3825,RDU,DTW,987,252,0.255
3826,RDU,EWR,824,359,0.436
3827,RDU,FLL,621,184,0.296
3828,RDU,HOU,504,172,0.341
3829,RDU,IAD,374,149,0.398
3830,RDU,IAH,492,188,0.382
3831,RDU,IND,1,1,1.0
3832,RDU,JFK,1483,620,0.418
3833,RDU,LAS,331,72,0.218
3834,RDU,LAX,803,294,0.366
3835,RDU,LGA,1677,806,0.481
3836,RDU,MCO,958,301,0.314
3837,RDU,MDW,1040,300,0.288
3838,RDU,MIA,1005,393,0.391
3839,RDU,MSP,495,132,0.267
3840,RDU,ORD,1907,720,0.378
3841,RDU,PHF,1,1,1.0
3842,RDU,PHL,824,262,0.318
3843,RDU,PHX,258,90,0.349
3844,RDU,SEA,60,34,0.567
3845,RDU,SFO,504,142,0.282
3846,RDU,STL,480,118,0.246
3847,RDU,TPA,857,296,0.345
3848,RDU,TTN,273,101,0.37
3849,RHI,IMT,279,62,0.222
3850,RHI,MSP,658,398,0.605
3851,RIC,ATL,3538,954,0.27
3852,RIC,BOS,2225,701,0.315
3853,RIC,CAE,1,1,1.0
3854,RIC,CLT,1329,463,0.348
3855,RIC,CVG,1,0,0.0
3856,RIC,DFW,775,264,0.341
3857,RIC,DTW,858,270,0.315
3858,RIC,EWR,970,365,0.376
3859,RIC,FLL,330,111,0.336
3860,RIC,IAD,36,5,0.139
3861,RIC,IAH,509,223,0.438
3862,RIC,LGA,1283,634,0.494
3863,RIC,MCO,681,165,0.242
3864,RIC,MIA,51,14,0.275
3865,RIC,MSP,322,158,0.491
3866,RIC,ORD,1972,765,0.388
3867,RIC,PHL,6,0,0.0
3868,RKS,DEN,615,147,0.239
3869,RKS,GCC,27,3,0.111
3870,RKS,SLC,28,3,0.107
3871,RNO,DEN,1351,394,0.292
3872,RNO,DFW,728,276,0.379
3873,RNO,IAH,30,5,0.167
3874,RNO,JFK,166,65,0.392
3875,RNO,LAS,3190,1168,0.366
3876,RNO,LAX,1879,993,0.528
3877,RNO,MDW,215,93,0.433
3878,RNO,MSP,29,10,0.345
3879,RNO,ORD,368,133,0.361
3880,RNO,PHX,1704,564,0.331
3881,RNO,SAN,666,241,0.362
3882,RNO,SFO,1572,585,0.372
3883,RNO,SLC,953,253,0.265
3884,ROA,ATL,1462,510,0.349
3885,ROA,IAD,5,2,0.4
3886,ROA,ORD,750,277,0.369
3887,ROC,ATL,963,201,0.209
3888,ROC,BWI,708,246,0.347
3889,ROC,CLT,307,100,0.326
3890,ROC,DTW,296,58,0.196
3891,ROC,EWR,687,241,0.351
3892,ROC,IAD,110,55,0.5
3893,ROC,JFK,1070,268,0.25
3894,ROC,LGA,172,67,0.39
3895,ROC,MCO,391,78,0.199
3896,ROC,MDW,490,158,0.322
3897,ROC,MSP,123,30,0.244
3898,ROC,ORD,1612,551,0.342
3899,ROC,TPA,311,71,0.228
3900,ROW,DFW,915,333,0.364
3901,RST,ATL,310,91,0.294
3902,RST,CLE,1,1,1.0
3903,RST,DTW,8,3,0.375
3904,RST,MSP,399,197,0.494
3905,RST,ORD,1253,367,0.293
3906,RSW,ACY,477,218,0.457
3907,RSW,ALB,5,3,0.6
3908,RSW,ATL,3887,927,0.238
3909,RSW,BDL,389,154,0.396
3910,RSW,BNA,101,40,0.396
3911,RSW,BOS,1596,753,0.472
3912,RSW,BUF,77,14,0.182
3913,RSW,BWI,1192,447,0.375
3914,RSW,CAK,194,64,0.33
3915,RSW,CLE,615,263,0.428
3916,RSW,CLT,1712,582,0.34
3917,RSW,CMH,486,139,0.286
3918,RSW,CVG,419,116,0.277
3919,RSW,DCA,796,313,0.393
3920,RSW,DEN,386,137,0.355
3921,RSW,DFW,1133,404,0.357
3922,RSW,DTW,1609,555,0.345
3923,RSW,EWR,1346,422,0.314
3924,RSW,FNT,48,20,0.417
3925,RSW,GRR,99,42,0.424
3926,RSW,HOU,17,4,0.235
3927,RSW,HPN,324,115,0.355
3928,RSW,IAD,85,50,0.588
3929,RSW,IAH,608,114,0.188
3930,RSW,IND,740,244,0.33
3931,RSW,ISP,27,5,0.185
3932,RSW,JFK,1186,480,0.405
3933,RSW,LBE,64,26,0.406
3934,RSW,LGA,748,363,0.485
3935,RSW,MCI,50,11,0.22
3936,RSW,MDW,1149,353,0.307
3937,RSW,MKE,520,155,0.298
3938,RSW,MSP,912,312,0.342
3939,RSW,ORD,1796,733,0.408
3940,RSW,PHL,945,360,0.381
3941,RSW,PIT,446,131,0.294
3942,RSW,PVD,49,15,0.306
3943,RSW,STL,543,177,0.326
3944,RSW,TTN,162,66,0.407
3945,SAF,DEN,287,100,0.348
3946,SAF,DFW,930,352,0.378
3947,SAF,LAX,218,112,0.514
3948,SAN,ABQ,614,262,0.427
3949,SAN,ATL,2029,438,0.216
3950,SAN,AUS,634,243,0.383
3951,SAN,BNA,382,136,0.356
3952,SAN,BOI,329,100,0.304
3953,SAN,BOS,948,309,0.326
3954,SAN,BWI,693,225,0.325
3955,SAN,CLT,706,297,0.421
3956,SAN,CVG,4,0,0.0
3957,SAN,DAL,708,276,0.39
3958,SAN,DEN,4148,1371,0.331
3959,SAN,DFW,3239,956,0.295
3960,SAN,DTW,709,206,0.291
3961,SAN,EWR,957,269,0.281
3962,SAN,FAT,193,53,0.275
3963,SAN,HNL,638,344,0.539
3964,SAN,HOU,678,294,0.434
3965,SAN,IAD,1140,327,0.287
3966,SAN,IAH,1679,607,0.362
3967,SAN,JFK,1680,536,0.319
3968,SAN,KOA,115,25,0.217
3969,SAN,LAS,4051,1764,0.435
3970,SAN,LAX,4539,1866,0.411
3971,SAN,LIH,199,49,0.246
3972,SAN,MCI,477,215,0.451
3973,SAN,MCO,500,244,0.488
3974,SAN,MDW,1149,378,0.329
3975,SAN,MIA,385,139,0.361
3976,SAN,MKE,18,6,0.333
3977,SAN,MSP,1066,240,0.225
3978,SAN,MSY,332,141,0.425
3979,SAN,OAK,3458,1357,0.392
3980,SAN,OGG,379,122,0.322
3981,SAN,ORD,2630,836,0.318
3982,SAN,PDX,1687,472,0.28
3983,SAN,PHL,770,235,0.305
3984,SAN,PHX,5069,2085,0.411
3985,SAN,RNO,660,270,0.409
3986,SAN,SAT,625,271,0.434
3987,SAN,SEA,3178,978,0.308
3988,SAN,SFO,6765,2650,0.392
3989,SAN,SJC,2978,1313,0.441
3990,SAN,SLC,2256,570,0.253
3991,SAN,SMF,2778,1089,0.392
3992,SAN,STL,181,60,0.331
3993,SAN,TUS,917,441,0.481
3994,SAT,ATL,2844,778,0.274
3995,SAT,BNA,561,152,0.271
3996,SAT,BWI,775,277,0.357
3997,SAT,CLT,353,149,0.422
3998,SAT,DAL,3016,1193,0.396
3999,SAT,DEN,1693,525,0.31
4000,SAT,DFW,4576,1194,0.261
4001,SAT,DTW,509,188,0.369
4002,SAT,ELP,801,267,0.333
4003,SAT,EWR,250,91,0.364
4004,SAT,HOU,1272,489,0.384
4005,SAT,IAD,1,1,1.0
4006,SAT,IAH,2273,758,0.333
4007,SAT,JFK,262,51,0.195
4008,SAT,LAS,1267,330,0.26
4009,SAT,LAX,1542,611,0.396
4010,SAT,MCO,489,182,0.372
4011,SAT,MDW,671,264,0.393
4012,SAT,MIA,206,89,0.432
4013,SAT,MSP,173,51,0.295
4014,SAT,MSY,236,42,0.178
4015,SAT,ORD,1048,362,0.345
4016,SAT,PHL,224,73,0.326
4017,SAT,PHX,1526,533,0.349
4018,SAT,SAN,627,197,0.314
4019,SAT,SEA,333,79,0.237
4020,SAT,SFO,360,146,0.406
4021,SAT,SLC,556,76,0.137
4022,SAT,STL,608,199,0.327
4023,SAT,TPA,323,141,0.437
4024,SAV,ATL,3123,840,0.269
4025,SAV,BOS,326,90,0.276
4026,SAV,BQK,0,0,
4027,SAV,DFW,692,318,0.46
4028,SAV,DTW,174,94,0.54
4029,SAV,EWR,622,300,0.482
4030,SAV,IAD,85,35,0.412
4031,SAV,IAH,439,152,0.346
4032,SAV,JFK,655,251,0.383
4033,SAV,LGA,402,176,0.438
4034,SAV,ORD,854,342,0.4
4035,SBA,DEN,634,183,0.289
4036,SBA,LAX,1426,552,0.387
4037,SBA,PDX,332,107,0.322
4038,SBA,PHX,1008,281,0.279
4039,SBA,SEA,447,121,0.271
4040,SBA,SFO,2031,732,0.36
4041,SBN,ATL,1115,425,0.381
4042,SBN,COS,1,1,1.0
4043,SBN,CVG,0,0,
4044,SBN,DTW,1283,454,0.354
4045,SBN,EWR,311,79,0.254
4046,SBN,IAH,1,0,0.0
4047,SBN,MSP,547,218,0.399
4048,SBN,ORD,1085,485,0.447
4049,SBP,LAX,1347,629,0.467
4050,SBP,PHX,707,136,0.192
4051,SBP,SFO,1009,322,0.319
4052,SCC,ANC,180,37,0.206
4053,SCC,BRW,636,258,0.406
4054,SCE,ATL,39,16,0.41
4055,SCE,DTW,208,40,0.192
4056,SCE,ORD,635,224,0.353
4057,SDF,ATL,2714,676,0.249
4058,SDF,BWI,1109,419,0.378
4059,SDF,CLT,8,2,0.25
4060,SDF,DCA,2,1,0.5
4061,SDF,DEN,512,162,0.316
4062,SDF,DFW,288,123,0.427
4063,SDF,DTW,78,33,0.423
4064,SDF,EWR,686,281,0.41
4065,SDF,IAD,14,4,0.286
4066,SDF,IAH,406,188,0.463
4067,SDF,LAS,341,116,0.34
4068,SDF,LGA,258,93,0.36
4069,SDF,MCO,364,79,0.217
4070,SDF,MDW,1131,429,0.379
4071,SDF,MSP,96,54,0.562
4072,SDF,ORD,1232,494,0.401
4073,SDF,PHX,330,54,0.164
4074,SDF,TPA,371,64,0.173
4075,SEA,ABQ,407,73,0.179
4076,SEA,ANC,6357,2769,0.436
4077,SEA,ATL,2660,889,0.334
4078,SEA,AUS,460,225,0.489
4079,SEA,BIL,13,3,0.231
4080,SEA,BLI,247,134,0.543
4081,SEA,BNA,184,77,0.418
4082,SEA,BOI,1020,323,0.317
4083,SEA,BOS,1476,638,0.432
4084,SEA,BUR,1011,432,0.427
4085,SEA,BWI,689,200,0.29
4086,SEA,BZN,114,30,0.263
4087,SEA,CHS,26,4,0.154
4088,SEA,CLE,150,52,0.347
4089,SEA,CLT,827,388,0.469
4090,SEA,COS,328,175,0.534
4091,SEA,CVG,129,39,0.302
4092,SEA,DAL,342,198,0.579
4093,SEA,DCA,657,183,0.279
4094,SEA,DEN,5060,2114,0.418
4095,SEA,DFW,3480,1492,0.429
4096,SEA,DTW,1890,699,0.37
4097,SEA,EWR,1496,458,0.306
4098,SEA,FAI,1312,483,0.368
4099,SEA,FAT,877,377,0.43
4100,SEA,FLL,333,133,0.399
4101,SEA,GEG,3156,1332,0.422
4102,SEA,HDN,48,20,0.417
4103,SEA,HNL,1733,704,0.406
4104,SEA,HOU,146,76,0.521
4105,SEA,IAD,1121,297,0.265
4106,SEA,IAH,2176,762,0.35
4107,SEA,JAC,21,10,0.476
4108,SEA,JFK,2075,829,0.4
4109,SEA,JNU,1306,561,0.43
4110,SEA,KOA,583,196,0.336
4111,SEA,KTN,1308,583,0.446
4112,SEA,LAS,4990,2078,0.416
4113,SEA,LAX,7742,3243,0.419
4114,SEA,LGB,786,332,0.422
4115,SEA,LIH,553,136,0.246
4116,SEA,MCI,487,200,0.411
4117,SEA,MCO,437,136,0.311
4118,SEA,MDW,1002,359,0.358
4119,SEA,MIA,343,160,0.466
4120,SEA,MKE,536,159,0.297
4121,SEA,MSO,13,8,0.615
4122,SEA,MSP,2543,978,0.385
4123,SEA,MSY,332,118,0.355
4124,SEA,OAK,3226,1472,0.456
4125,SEA,OGG,1232,502,0.407
4126,SEA,OKC,152,17,0.112
4127,SEA,OMA,334,133,0.398
4128,SEA,ONT,892,247,0.277
4129,SEA,ORD,3908,1372,0.351
4130,SEA,PDX,1837,741,0.403
4131,SEA,PHL,978,363,0.371
4132,SEA,PHX,5737,2275,0.397
4133,SEA,PSC,174,77,0.443
4134,SEA,PSP,838,289,0.345
4135,SEA,RDU,61,11,0.18
4136,SEA,SAN,3177,1283,0.404
4137,SEA,SAT,334,140,0.419
4138,SEA,SBA,449,143,0.318
4139,SEA,SFO,6791,2630,0.387
4140,SEA,SIT,249,100,0.402
4141,SEA,SJC,4015,1669,0.416
4142,SEA,SLC,3452,1286,0.373
4143,SEA,SMF,3429,1559,0.455
4144,SEA,SNA,2744,926,0.337
4145,SEA,STL,481,188,0.391
4146,SEA,TPA,334,121,0.362
4147,SEA,TUS,372,136,0.366
4148,SFO,ABQ,332,174,0.524
4149,SFO,ACV,1267,540,0.426
4150,SFO,ANC,159,75,0.472
4151,SFO,ASE,182,113,0.621
4152,SFO,ATL,3105,874,0.281
4153,SFO,AUS,2012,771,0.383
4154,SFO,BFL,645,196,0.304
4155,SFO,BOI,1369,637,0.465
4156,SFO,BOS,3828,1340,0.35
4157,SFO,BUR,1543,527,0.342
4158,SFO,BWI,290,133,0.459
4159,SFO,BZN,180,98,0.544
4160,SFO,CEC,175,61,0.349
4161,SFO,CLE,443,151,0.341
4162,SFO,CLT,1811,624,0.345
4163,SFO,COS,5,2,0.4
4164,SFO,CVG,228,76,0.333
4165,SFO,DAL,1312,620,0.473
4166,SFO,DCA,656,231,0.352
4167,SFO,DEN,5011,1995,0.398
4168,SFO,DFW,4459,1788,0.401
4169,SFO,DTW,1307,409,0.313
4170,SFO,EUG,1813,747,0.412
4171,SFO,EWR,4937,1766,0.358
4172,SFO,FAT,850,349,0.411
4173,SFO,FLL,1238,631,0.51
4174,SFO,HDN,14,5,0.357
4175,SFO,HNL,2043,1029,0.504
4176,SFO,IAD,3445,1099,0.319
4177,SFO,IAH,3375,1629,0.483
4178,SFO,IND,313,91,0.291
4179,SFO,JAC,162,86,0.531
4180,SFO,JFK,8306,2701,0.325
4181,SFO,KOA,688,262,0.381
4182,SFO,LAS,7945,2978,0.375
4183,SFO,LAX,13400,6431,0.48
4184,SFO,LGB,984,339,0.345
4185,SFO,LIH,432,137,0.317
4186,SFO,MCI,569,289,0.508
4187,SFO,MCO,785,324,0.413
4188,SFO,MDW,756,235,0.311
4189,SFO,MFR,1262,507,0.402
4190,SFO,MIA,1013,399,0.394
4191,SFO,MKE,378,117,0.31
4192,SFO,MMH,131,51,0.389
4193,SFO,MRY,752,233,0.31
4194,SFO,MSN,2,2,1.0
4195,SFO,MSO,45,25,0.556
4196,SFO,MSP,2432,754,0.31
4197,SFO,MSY,212,66,0.311
4198,SFO,MTJ,29,16,0.552
4199,SFO,OGG,1414,644,0.455
4200,SFO,OKC,329,196,0.596
4201,SFO,OMA,1,0,0.0
4202,SFO,ONT,2121,765,0.361
4203,SFO,ORD,7244,2842,0.392
4204,SFO,OTH,239,121,0.506
4205,SFO,PDX,4165,1429,0.343
4206,SFO,PHL,2060,669,0.325
4207,SFO,PHX,4816,1676,0.348
4208,SFO,PIT,266,82,0.308
4209,SFO,PSC,351,134,0.382
4210,SFO,PSP,2119,860,0.406
4211,SFO,RDD,706,283,0.401
4212,SFO,RDM,810,299,0.369
4213,SFO,RDU,512,166,0.324
4214,SFO,RNO,1570,645,0.411
4215,SFO,SAN,6750,2426,0.359
4216,SFO,SAT,354,155,0.438
4217,SFO,SBA,2034,674,0.331
4218,SFO,SBP,1016,331,0.326
4219,SFO,SEA,6876,2663,0.387
4220,SFO,SLC,3225,1296,0.402
4221,SFO,SMF,1543,600,0.389
4222,SFO,SMX,406,118,0.291
4223,SFO,SNA,4207,1503,0.357
4224,SFO,STL,880,425,0.483
4225,SFO,SUN,151,74,0.49
4226,SFO,TUS,645,356,0.552
4227,SFO,XNA,51,11,0.216
4228,SGF,ATL,1282,503,0.392
4229,SGF,CLT,111,85,0.766
4230,SGF,DEN,557,219,0.393
4231,SGF,DFW,2137,839,0.393
4232,SGF,HYS,0,0,
4233,SGF,ORD,1948,796,0.409
4234,SGU,DEN,581,221,0.38
4235,SGU,SLC,1189,326,0.274
4236,SHV,ATL,1995,746,0.374
4237,SHV,DEN,309,139,0.45
4238,SHV,DFW,2184,951,0.435
4239,SHV,IAH,1444,505,0.35
4240,SIT,JNU,650,224,0.345
4241,SIT,KTN,331,138,0.417
4242,SIT,SEA,341,98,0.287
4243,SJC,ATL,274,102,0.372
4244,SJC,AUS,610,257,0.421
4245,SJC,BOS,206,107,0.519
4246,SJC,BUR,2065,726,0.352
4247,SJC,DAL,294,150,0.51
4248,SJC,DEN,2074,651,0.314
4249,SJC,DFW,1475,431,0.292
4250,SJC,HNL,553,273,0.494
4251,SJC,IAH,453,140,0.309
4252,SJC,JFK,286,137,0.479
4253,SJC,KOA,193,60,0.311
4254,SJC,LAS,2781,1155,0.415
4255,SJC,LAX,6194,3457,0.558
4256,SJC,LIH,190,54,0.284
4257,SJC,MDW,328,130,0.396
4258,SJC,MSP,457,120,0.263
4259,SJC,OGG,664,276,0.416
4260,SJC,ONT,1293,529,0.409
4261,SJC,ORD,648,226,0.349
4262,SJC,PDX,2247,666,0.296
4263,SJC,PHX,3093,1085,0.351
4264,SJC,SAN,2973,1413,0.475
4265,SJC,SEA,4012,1463,0.365
4266,SJC,SLC,1666,387,0.232
4267,SJC,SNA,2679,1062,0.396
4268,SJT,DFW,1550,503,0.325
4269,SJU,ATL,1408,264,0.188
4270,SJU,BDL,447,249,0.557
4271,SJU,BOS,1074,464,0.432
4272,SJU,BWI,615,163,0.265
4273,SJU,CLE,43,20,0.465
4274,SJU,CLT,708,255,0.36
4275,SJU,DCA,331,153,0.462
4276,SJU,DFW,583,101,0.173
4277,SJU,DTW,25,9,0.36
4278,SJU,EWR,1175,594,0.506
4279,SJU,FLL,2769,878,0.317
4280,SJU,HOU,37,10,0.27
4281,SJU,IAD,167,60,0.359
4282,SJU,IAH,519,170,0.328
4283,SJU,JFK,4389,1353,0.308
4284,SJU,MCO,3536,1069,0.302
4285,SJU,MIA,2420,749,0.31
4286,SJU,MSP,46,13,0.283
4287,SJU,ORD,1012,397,0.392
4288,SJU,PHL,1016,440,0.433
4289,SJU,STT,663,141,0.213
4290,SJU,STX,333,105,0.315
4291,SJU,TPA,1083,349,0.322
4292,SLC,ABQ,948,280,0.295
4293,SLC,ANC,98,50,0.51
4294,SLC,ATL,2539,739,0.291
4295,SLC,AUS,585,214,0.366
4296,SLC,BIL,1055,300,0.284
4297,SLC,BNA,342,111,0.325
4298,SLC,BOI,1575,467,0.297
4299,SLC,BOS,568,154,0.271
4300,SLC,BTM,640,158,0.247
4301,SLC,BUR,826,193,0.234
4302,SLC,BWI,987,270,0.274
4303,SLC,BZN,1058,311,0.294
4304,SLC,CDC,570,337,0.591
4305,SLC,CLT,614,179,0.292
4306,SLC,CNY,205,27,0.132
4307,SLC,COD,336,106,0.315
4308,SLC,COS,592,130,0.22
4309,SLC,CPR,814,132,0.162
4310,SLC,CVG,522,125,0.239
4311,SLC,DAL,114,21,0.184
4312,SLC,DCA,626,231,0.369
4313,SLC,DEN,6119,2295,0.375
4314,SLC,DFW,2925,1067,0.365
4315,SLC,DSM,75,27,0.36
4316,SLC,DTW,1387,339,0.244
4317,SLC,EKO,518,160,0.309
4318,SLC,EUG,621,106,0.171
4319,SLC,EWR,288,86,0.299
4320,SLC,FAR,240,100,0.417
4321,SLC,FAT,856,313,0.366
4322,SLC,FCA,882,205,0.232
4323,SLC,GCC,329,74,0.225
4324,SLC,GEG,1200,311,0.259
4325,SLC,GJT,616,162,0.263
4326,SLC,GTF,887,239,0.269
4327,SLC,HLN,863,156,0.181
4328,SLC,HNL,322,87,0.27
4329,SLC,HOU,9,0,0.0
4330,SLC,IAH,1981,810,0.409
4331,SLC,IDA,1319,311,0.236
4332,SLC,IND,84,24,0.286
4333,SLC,JAC,942,249,0.264
4334,SLC,JFK,1820,685,0.376
4335,SLC,LAS,3722,1258,0.338
4336,SLC,LAX,5522,2357,0.427
4337,SLC,LGB,1941,670,0.345
4338,SLC,LWS,586,110,0.188
4339,SLC,MCI,610,180,0.295
4340,SLC,MCO,1236,437,0.354
4341,SLC,MDW,760,243,0.32
4342,SLC,MEM,54,19,0.352
4343,SLC,MFR,650,120,0.185
4344,SLC,MIA,160,38,0.238
